traj_A,traj_B,label,evaluator_type,timestamp,model_version,prompt_version
bad_incomplete_tilt,bad_overshoot_tilt,0.5,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,bad_shaky,0.5,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,bad_too_fast,0.5,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,good_clean_medium,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,good_clean_slow,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000000,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000001,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000002,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000003,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000004,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000005,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000006,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000007,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000008,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000009,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000010,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000011,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000012,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000013,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000014,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000015,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000016,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000017,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000018,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000019,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000020,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000021,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000022,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000023,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000024,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000025,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000026,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000027,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000028,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000029,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000030,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000031,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000032,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000033,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000034,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000035,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000036,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000037,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000038,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000039,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000040,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000041,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000042,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000043,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000044,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000045,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000046,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000047,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000048,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_incomplete_tilt,so101_episode_000049,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,bad_shaky,0.5,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,bad_too_fast,0.5,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,good_clean_medium,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,good_clean_slow,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000000,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000001,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000002,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000003,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000004,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000005,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000006,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000007,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000008,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000009,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000010,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000011,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000012,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000013,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000014,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000015,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000016,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000017,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000018,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000019,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000020,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000021,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000022,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000023,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000024,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000025,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000026,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000027,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000028,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000029,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000030,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000031,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000032,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000033,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000034,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000035,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
bad_overshoot_tilt,so101_episode_000036,0.0,scripted,2026-06-25T03:51:12Z,rules_v1,n/a
